subject,used,n_pos_edges,mean_w,max_w,note
HCD2491257,True,8780.0,0.025716066271126145,0.8685740828514099,
HCD1464451,True,9241.0,0.02521785241151346,1.036644458770752,
HCD1435646,True,8040.0,0.026878203851563635,0.84583580493927,
HCD2936875,True,8698.0,0.03591609624928978,1.0437644720077515,
HCD0583555,True,14321.0,0.013748845189742186,0.8571848273277283,
HCD1681257,False,,,,no_file_or_bad_shape
HCD2748672,True,10874.0,0.025405031701709383,0.9386611580848694,
HCD0154431,True,9162.0,0.02624844916695077,0.8298688530921936,
HCD0232223,True,9980.0,0.02625219880880397,0.9251419305801392,
HCD1631646,True,10384.0,0.024513819627121507,0.9854969382286072,
HCD0684460,True,11586.0,0.022559662088305846,0.9138379096984863,
HCD0059235,True,7816.0,0.02606892033516046,0.9968766570091248,
HCD1685164,True,8815.0,0.022110903782636738,1.0568207502365112,
HCD1900142,False,,,,no_file_or_bad_shape
HCD0643345,True,8693.0,0.028200637864955174,0.9999906420707703,
HCD2754061,True,8044.0,0.033542008329458445,1.0354963541030884,
HCD2380753,True,10108.0,0.019427783266364455,0.8273404836654663,
HCD2878382,True,9622.0,0.030154411588664474,1.009112000465393,
HCD0616342,True,10545.0,0.02521895161120653,1.0287069082260132,
HCD0111716,True,9453.0,0.027792322440951894,0.8487119078636169,
HCD1812044,True,10018.0,0.029789071835021223,0.9169116020202637,
HCD1240530,True,8671.0,0.02405956026459634,0.8519224524497986,
HCD1590860,True,10154.0,0.02729103109146988,0.9147200584411621,
HCD0969072,True,10039.0,0.025867886295891245,1.0051634311676025,
HCD0576558,True,8187.0,0.028085786472689465,0.9090990424156189,
HCD0338744,True,10977.0,0.02209839830455683,0.9571359157562256,
HCD2523345,True,10636.0,0.021480216776635367,0.9113683104515076,
HCD0857566,True,10391.0,0.02515194580751361,0.9246284365653992,
HCD1906457,True,12695.0,0.021599161190576924,0.9316295385360718,
HCD2073340,True,8603.0,0.02495411416604601,0.9372435808181763,
HCD1289358,True,11677.0,0.022182787812183104,0.8422405123710632,
HCD1845160,True,9557.0,0.024394285413621295,0.9369163513183594,
HCD0528850,True,8468.0,0.0208895385610209,0.8306166529655457,
HCD1534244,True,11949.0,0.023692370378177865,0.937265157699585,
HCD2828569,True,7953.0,0.029229956705745772,0.9372650980949402,
HCD0605438,True,11098.0,0.014952277791262843,0.8701709508895874,
HCD2163644,True,10868.0,0.021815544032136137,0.90877765417099,
HCD0842250,True,10633.0,0.02501359105881181,0.8630227446556091,
HCD0504735,True,9804.0,0.022239652249677666,0.9129477143287659,
HCD2761967,True,10146.0,0.022643744562794364,0.9888420701026917,
HCD1842558,True,10583.0,0.023673578605452845,0.8746803402900696,
HCD1350638,True,8072.0,0.02571033717284064,0.8713297247886658,
HCD0263032,True,11824.0,0.022286686187182592,0.829045295715332,
HCD2669575,True,8857.0,0.030933196449292582,1.0952061414718628,
HCD2207840,True,10313.0,0.027822665495722786,0.9318975806236267,
HCD2099257,True,13109.0,0.017988101046643345,0.8423019647598267,
HCD1196553,True,10309.0,0.022451751032960057,0.8241811394691467,
HCD1159446,True,10616.0,0.018102372369562032,1.1756466627120972,
HCD0891566,True,9209.0,0.037225093324391466,1.0730259418487549,
HCD0370639,True,9915.0,0.0290881764886651,0.9331124424934387,
HCD1978987,True,11204.0,0.026068261292294708,0.828812301158905,
HCD0021614,True,11048.0,0.023430192473583744,0.9298735857009888,
HCD1306130,True,11984.0,0.022447822390394383,0.9461028575897217,
HCD1039032,True,10165.0,0.0174934462595461,0.8305990695953369,
HCD1686267,True,9804.0,0.02848981379641931,1.0366872549057007,
HCD1375755,True,10768.0,0.024601938136087156,0.9401699304580688,
HCD2990073,True,8565.0,0.01985266844173018,0.8872187733650208,
HCD0921145,True,11642.0,0.022558858583264278,0.8760271072387695,
HCD0276243,True,11750.0,0.02132732074513984,0.925002932548523,
HCD2945876,False,,,,no_file_or_bad_shape
HCD0215829,True,9045.0,0.02365220375608751,0.8499009609222412,
HCD2181848,False,,,,no_file_or_bad_shape
HCD1986784,True,10729.0,0.018251506928637192,0.9320128560066223,
HCD2254243,True,8020.0,0.02179906248338832,0.8875465393066406,
HCD0461844,True,7068.0,0.03258904099907272,0.9904080629348755,
HCD1957171,True,9281.0,0.02354154849944746,0.8290077447891235,
HCD0703943,False,,,,no_file_or_bad_shape
HCD1477056,True,11757.0,0.02223765976582428,0.9343476295471191,
HCD1903350,True,12098.0,0.021284252701921722,1.0562236309051514,
HCD2939275,True,9805.0,0.023624733325547532,0.9483845233917236,
HCD0051825,True,9406.0,0.03112312569165484,0.8731889128684998,
HCD1168245,True,8229.0,0.036406198917377966,0.9986426830291748,
HCD0861052,True,8909.0,0.027894964344065146,0.8957644104957581,
HCD1395458,True,10243.0,0.026265620695641447,0.8689770102500916,
HCD1057337,True,10966.0,0.02150503922606453,1.166245460510254,
HCD1701338,True,9110.0,0.02471186952862942,1.12515127658844,
HCD1609148,True,7856.0,0.029426933664310543,0.9248114824295044,
HCD0945967,True,9064.0,0.02505070425042928,1.0322315692901611,
HCD0245030,True,8600.0,0.030894361234340705,0.9904937744140625,
HCD1518448,True,13718.0,0.02249351471390871,0.9630563259124756,
HCD0118528,True,7623.0,0.02593784131820794,0.9755640029907227,
HCD2504038,True,9439.0,0.025861731719637022,1.0049033164978027,
HCD0214423,True,10209.0,0.018526725130054243,0.8866413831710815,
HCD1658969,True,9557.0,0.023934614273395542,0.8458291888237,
HCD0248440,False,,,,no_file_or_bad_shape
HCD2737869,True,9098.0,0.027583491847076765,0.8290025591850281,
HCD0682557,True,10214.0,0.023696694709357705,0.9888385534286499,
HCD1404231,True,9493.0,0.026118364686820536,0.8871219754219055,
HCD0577661,True,8995.0,0.02635967100513589,1.034903883934021,
HCD1456048,True,10265.0,0.029177945931417336,1.0952531099319458,
HCD2543250,True,9047.0,0.03328849084953321,0.9267115592956543,
HCD0968878,True,11106.0,0.017201717203238917,1.2240192890167236,
HCD1988687,True,9411.0,0.022175289470531653,0.9152113199234009,
HCD1854767,True,9395.0,0.02476474087646909,0.9439666271209717,
HCD1510432,True,9977.0,0.027684247272478476,0.9826829433441162,
HCD0755962,True,8731.0,0.02815205604525635,0.9372391700744629,
HCD0328842,True,9403.0,0.022199014377516438,0.8896254301071167,
HCD0197045,True,9877.0,0.024582185839620734,0.9347130656242371,
HCD1156036,True,11961.0,0.020431949422763603,0.8523831963539124,
HCD1712444,True,7925.0,0.03218460729738309,0.9429252743721008,
HCD2764771,True,8451.0,0.020102341918334696,0.9755841493606567,
HCD1778070,True,7376.0,0.025425719142188108,0.8915513157844543,
HCD1756262,True,8695.0,0.02383005715667361,0.9069125652313232,
HCD0418338,True,8887.0,0.01891211638980987,0.8170220851898193,
HCD0574049,True,8686.0,0.01919270721820682,0.9928778409957886,
HCD1643855,True,9677.0,0.028133585810315814,1.0191947221755981,
HCD1656359,True,8154.0,0.029263854385114148,0.9139161705970764,
HCD2982276,False,,,,no_file_or_bad_shape
HCD0267242,True,9147.0,0.023526228659666047,0.91079181432724,
HCD0372542,True,10370.0,0.02605439516300329,0.9150527715682983,
HCD1925461,True,8487.0,0.02626077177848403,0.9755908250808716,
HCD2996590,True,10343.0,0.02848758148967059,0.9341206550598145,
HCD1462548,True,7497.0,0.022494747484730196,0.8669559955596924,
HCD1920754,True,13873.0,0.023138066397244774,1.0928491353988647,
HCD2841965,True,11207.0,0.02229956085101546,0.9315312504768372,
HCD1131222,True,10710.0,0.02159684902773926,0.8372159600257874,
HCD2001719,True,10336.0,0.025116401969389003,1.0245165824890137,
HCD1575359,True,11181.0,0.02681071689001928,1.0240110158920288,
HCD1003617,True,9569.0,0.025702139825211308,0.9147707223892212,
HCD0721440,True,8772.0,0.027504666235813525,1.0367276668548584,
HCD1014723,True,10589.0,0.023723926209270562,1.0631725788116455,
HCD1389665,True,9490.0,0.032274353140863576,1.1164518594741821,
HCD2055237,True,10266.0,0.018809726851034457,1.0487691164016724,
HCD1794977,True,9986.0,0.02423123789028435,1.0928013324737549,
HCD1892371,True,8941.0,0.01954719134549461,0.8758748173713684,
HCD0185442,True,10218.0,0.021177533105482444,0.8743365406990051,
HCD0758867,True,8143.0,0.019325556207462027,0.8481006622314453,
HCD1694569,True,11175.0,0.02291268916218506,0.9497145414352417,
HCD2863975,False,,,,no_file_or_bad_shape
HCD0197348,True,8364.0,0.025095325150543513,0.917198121547699,
HCD2811552,True,9470.0,0.020037773572492583,0.8237906694412231,
HCD1029837,True,8274.0,0.023939035631046515,0.917147696018219,
